bait	baitGene	prey	preyGene	Quant (SPC or Intensities)	User Controls (SPC or Intensities)	CRAP Controls (SPC)	Avg. SPC	FCA	FCB	SP	iRef	intAct	iRef-Evidence	intAct-Evidence
P32494	NGG1	Q02939	TFB2	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P24813	CAD1	0|0|0|1	0|0|0|0	-	0.25	1.24100717399	1.18382350095	0.0	0	0	na	na
P32494	NGG1	Q12084	DAS2	1|0|0|0	7|10|7|8	-	0.25	0.138289148075	0.128260716971	0.0	0	0	na	na
P32494	NGG1	P10664	RPL4A	62|62|66|66	38|44|37|34	-	64.0	1.6337543772	1.57555163974	0.0	0	0	na	na
P32494	NGG1	P19735	PRP6	1|1|0|1	0|0|0|0	-	0.75	1.73863540713	1.67204521009	0.0	0	0	na	na
P32494	NGG1	P23776	EXG1	1|0|1|0	3|8|4|9	-	0.5	0.214419380749	0.178163782562	0.0	0	0	na	na
P32494	NGG1	P21827	SRM1	0|0|0|1	2|1|0|1	-	0.25	0.621719934501	0.508489867878	0.0	0	0	na	na
P32494	NGG1	Q12481	RRP36	11|10|12|11	0|0|0|0	-	11.0	11.8304272513	11.8157225347	1.0	0	0	na	na
P32494	NGG1	P38836	ECM14	3|3|3|2	1|4|2|3	-	2.75	1.07283244506	0.934433240213	0.0	0	0	na	na
P32494	NGG1	P15646	NOP1	58|52|56|53	26|25|25|27	-	54.75	2.04902458225	1.98719848066	0.06	0	0	na	na
P32494	NGG1	P12962	CAF20	1|2|1|2	2|6|3|4	-	1.5	0.528812029729	0.463280675429	0.0	0	0	na	na
P32494	NGG1	P12612	TCP1	37|52|38|44	19|25|26|20	-	42.75	1.83979568797	1.74221762808	0.08	0	0	na	na
P32494	NGG1	P50102	UBP8	59|45|50|57	0|0|0|0	-	52.75	52.8313376284	52.6731098225	1.0	1	1	 || pubmed:23599000|pubmed:15657442|pubmed:15657441|pubmed:14563679|pubmed:16554755|pubmed:14660634|pubmed:27708008|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:23599000|pubmed:15657442|pubmed:15657441|pubmed:14563679|pubmed:16554755|pubmed:14660634|pubmed:27708008|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P05694	MET6	17|15|18|17	58|70|68|52	-	16.75	0.277406244741	0.263015258958	0.0	0	0	na	na
P32494	NGG1	P14736	RAD4	0|1|0|0	0|0|1|0	-	0.25	0.996739334552	0.88465233144	0.0	0	0	na	na
P32494	NGG1	Q06523	YPR148C	2|1|0|0	12|22|17|14	-	0.75	0.101186747562	0.0845621435555	0.0	0	0	na	na
P32494	NGG1	P21954	IDP1	4|1|3|5	24|30|33|35	-	3.25	0.131913138277	0.115725852072	0.0	0	0	na	na
P32494	NGG1	P21951	POL2	4|1|4|7	1|0|3|0	-	4.0	2.39345156132	1.84242310024	0.6	0	0	na	na
P32494	NGG1	P19880	YAP1	11|13|11|19	46|47|39|51	-	13.5	0.305718480389	0.289142570579	0.0	0	0	na	na
P32494	NGG1	P40047	ALD5	0|1|0|0	39|37|32|34	-	0.25	0.0344510606931	0.0321240472036	0.0	0	0	na	na
P32494	NGG1	P19882	HSP60	14|19|13|22	62|72|65|69	-	17.0	0.261399884036	0.251587459592	0.0	0	0	na	na
P32494	NGG1	P38959	VPS41	0|0|0|1	0|1|1|1	-	0.25	0.711063172831	0.593778592895	0.0	0	0	na	na
P32494	NGG1	Q12151	UPC2	4|2|7|1	17|17|14|20	-	3.5	0.246982224319	0.207625822486	0.0	0	0	na	na
P32494	NGG1	Q12152	YPL150W	0|0|1|0	0|0|0|0	-	0.25	1.24696835478	1.18740037472	0.0	0	0	na	na
P32494	NGG1	Q12153	SSF2	1|2|0|1	0|0|0|0	-	1.0	1.99681789167	1.85290009758	0.35	0	0	na	na
P32494	NGG1	Q12154	GET3	2|0|0|0	24|23|22|21	-	0.5	0.0628316541327	0.0543048441896	0.0	0	0	na	na
P32494	NGG1	Q12158	MCD1	33|23|32|26	2|4|3|1	-	28.5	8.32803063548	7.23415605901	1.0	0	0	na	na
P32494	NGG1	Q12159	YRA1	15|16|19|23	9|10|10|13	-	18.25	1.64704270626	1.57022530416	0.03	0	0	na	na
P32494	NGG1	Q00955	ACC1	36|29|28|27	106|105|97|101	-	30.0	0.295393007211	0.289816325388	0.0	0	0	na	na
P32494	NGG1	P25582	SPB1	27|29|27|25	3|0|1|1	-	27.0	12.1173401857	10.1769761729	1.0	0	0	na	na
P32494	NGG1	Q06385	VPS74	0|1|1|0	5|6|5|7	-	0.5	0.223259710655	0.204140037007	0.0	0	0	na	na
P32494	NGG1	Q06436	MAG2	2|3|1|2	0|0|0|0	-	2.0	2.98242165358	2.88782461662	0.72	0	0	na	na
P32494	NGG1	Q03407	PKH1	1|1|0|1	0|0|0|0	-	0.75	1.73863540713	1.67204521009	0.0	0	0	na	na
P32494	NGG1	P16474	KAR2	48|43|50|41	49|50|54|57	-	45.5	0.854445944445	0.821486485636	0.0	0	0	na	na
P32494	NGG1	P25337	BUD31	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P25339	PUF4	3|1|3|3	31|32|25|30	-	2.5	0.112923755068	0.10523627156	0.0	0	0	na	na
P32494	NGG1	P50874	ORC5	1|0|1|2	1|1|1|1	-	1.0	0.983312143988	0.90752821934	0.04	0	0	na	na
P32494	NGG1	P50875	SPT20	85|80|84|84	0|0|0|0	-	83.25	82.9974318112	82.9933111733	1.0	1	1	 || pubmed:9844640|pubmed:12186975|pubmed:25441028|pubmed:20498363|pubmed:16554755|pubmed:8649430|pubmed:16429126|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:9844640|pubmed:12186975|pubmed:25441028|pubmed:20498363|pubmed:16554755|pubmed:8649430|pubmed:16429126|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P40433	PFK26	154|145|149|157	0|0|0|0	-	151.25	149.947516722	149.93786947	1.0	0	0	na	na
P32494	NGG1	P38713	OSH3	5|4|5|4	0|0|0|0	-	4.5	5.42882915104	5.41010104213	0.98	0	0	na	na
P32494	NGG1	P38712	RRP3	12|11|8|14	4|4|1|7	-	11.25	2.42765488306	1.9994668933	0.5	0	0	na	na
P32494	NGG1	P38719	DBP8	0|2|1|3	0|0|0|0	-	1.5	2.48635484583	2.20681892708	0.46	0	0	na	na
P32494	NGG1	Q07527	TRM3	2|2|1|1	2|2|1|1	-	1.5	0.996550787849	0.914953673302	0.01	0	0	na	na
P32494	NGG1	P40358	JEM1	0|0|1|0	0|0|0|0	-	0.25	1.24696835478	1.18740037472	0.0	0	0	na	na
P32494	NGG1	P37263	YCR087C-A	4|4|7|10	0|0|0|1	-	6.25	5.7055704922	5.07192555141	0.98	0	0	na	na
P32494	NGG1	P13382	POL1	14|15|11|10	1|0|1|2	-	12.5	6.61650779955	5.58320843213	1.0	0	0	na	na
P32494	NGG1	P38131	KTR4	2|0|1|1	1|5|3|1	-	1.0	0.568426367556	0.465306056528	0.0	0	0	na	na
P32494	NGG1	P38130	KTR3	2|6|0|5	0|1|1|3	-	3.25	1.88606038084	1.25010824226	0.42	0	0	na	na
P32494	NGG1	P38132	MCM7	0|0|1|0	0|0|0|0	-	0.25	1.24696835478	1.18740037472	0.0	0	0	na	na
P32494	NGG1	P05030	PMA1	27|25|29|29	27|37|30|27	-	27.5	0.900549402915	0.869702814272	0.0	0	0	na	na
P32494	NGG1	P40467	ASG1	6|4|3|4	5|5|6|8	-	4.25	0.737074159972	0.680088361015	0.0	0	0	na	na
P32494	NGG1	P40462	TMA108	0|1|0|0	11|19|14|14	-	0.25	0.0815770493658	0.0725057843268	0.0	0	0	na	na
P32494	NGG1	P40468	TAO3	7|4|5|10	3|1|0|4	-	6.5	2.45021658888	1.92724062491	0.5	0	0	na	na
P32494	NGG1	P40469	MET18	3|0|1|2	5|8|10|7	-	1.5	0.28724148181	0.233891310448	0.0	0	0	na	na
P32494	NGG1	P39533	ACO2	1|0|0|1	2|2|2|3	-	0.5	0.455073960396	0.414079155733	0.0	0	0	na	na
P32494	NGG1	P39531	RCY1	0|1|2|1	0|2|0|0	-	1.0	1.35874981787	1.14424357117	0.34	0	0	na	na
P32494	NGG1	P39538	UBP12	0|0|1|1	2|2|2|1	-	0.5	0.540271553659	0.467605457362	0.0	0	0	na	na
P32494	NGG1	Q07418	PEX19	1|0|0|1	38|32|33|33	-	0.5	0.0421663003568	0.0383443560247	0.0	0	0	na	na
P32494	NGG1	Q3E764	TMA7	0|1|0|5	0|0|0|0	-	1.5	2.4632183545	1.85461318789	0.36	0	0	na	na
P32494	NGG1	P38009	ADE17	1|0|0|0	5|4|6|7	-	0.25	0.189601201735	0.165720558154	0.0	0	0	na	na
P32494	NGG1	P12385	SUP45	8|7|6|6	14|14|14|13	-	6.75	0.517773599103	0.505746576561	0.0	0	0	na	na
P32494	NGG1	P12383	PDR1	12|11|10|15	3|4|2|6	-	12.0	2.7084420651	2.40998331149	0.59	1	1	 || pubmed:28122947|pubmed:8663102 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:28122947|pubmed:8663102 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P00498	HIS1	3|2|2|3	0|1|1|1	-	2.5	1.97770704312	1.7176226153	0.52	0	0	na	na
P32494	NGG1	Q07896	NOC3	16|18|10|16	0|0|0|1	-	15.0	12.6479828508	11.6008701541	1.0	0	0	na	na
P32494	NGG1	Q08492	BUD21	14|11|18|11	0|0|0|0	-	13.5	14.2887571103	14.0362721914	1.0	0	0	na	na
P32494	NGG1	Q08226	CRT10	6|6|6|4	14|11|14|14	-	5.5	0.448966504639	0.414327316091	0.0	0	0	na	na
P32494	NGG1	Q07381	TSR1	39|35|37|33	1|0|1|2	-	36.0	18.07084266	15.4415155174	1.0	0	0	na	na
P32494	NGG1	P47068	BBC1	4|5|4|8	1|2|0|2	-	5.25	2.77370770334	2.27628961971	0.65	0	0	na	na
P32494	NGG1	Q12417	PRP46	3|0|1|0	0|0|0|0	-	1.0	1.96530560059	1.66578458427	0.23	0	0	na	na
P32494	NGG1	P17709	GLK1	1|2|0|0	9|8|11|11	-	0.75	0.162473411763	0.13509683087	0.0	0	0	na	na
P32494	NGG1	P47064	APS3	3|3|2|2	2|2|2|1	-	2.5	1.25950544721	1.14079864878	0.05	0	0	na	na
P32494	NGG1	P39990	SNU13	4|6|5|3	3|4|2|4	-	4.5	1.29306520808	1.1569454092	0.02	0	0	na	na
P32494	NGG1	P26321	RPL5	22|28|22|20	20|19|22|23	-	23.0	1.07582181854	1.01298629465	0.0	0	0	na	na
P32494	NGG1	P39993	GEA2	4|3|4|4	39|46|39|37	-	3.75	0.113676874163	0.110432737247	0.0	0	0	na	na
P32494	NGG1	P39995	EAF5	1|1|1|3	2|2|3|3	-	1.5	0.701922765142	0.631276561026	0.0	1	1	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P48589	RPS12	21|17|15|17	24|26|18|23	-	17.5	0.769141817379	0.726040122981	0.0	0	0	na	na
P32494	NGG1	Q00578	SSL2	1|1|0|1	0|0|0|0	-	0.75	1.73863540713	1.67204521009	0.0	0	0	na	na
P32494	NGG1	Q01159	CEG1	2|1|0|1	0|1|0|0	-	1.0	1.60370924281	1.40864135235	0.42	0	0	na	na
P32494	NGG1	P25808	SPB4	10|5|6|9	1|1|2|1	-	7.5	3.68187022113	3.42450680254	0.88	0	0	na	na
P32494	NGG1	Q04477	SPC24	1|1|0|1	3|2|3|5	-	0.75	0.407064774749	0.352824686268	0.0	0	0	na	na
P32494	NGG1	Q05021	TAF7	8|6|10|9	1|0|0|1	-	8.25	6.04437860989	5.37398643308	1.0	0	0	na	na
P32494	NGG1	Q04279	SEG1	0|0|0|1	0|0|0|0	-	0.25	1.24100717399	1.18382350095	0.0	0	0	na	na
P32494	NGG1	P35732	DEF1	9|10|6|7	31|31|26|30	-	8.0	0.292029876582	0.279980485981	0.0	0	0	na	na
P32494	NGG1	P39009	DUN1	1|1|0|0	0|0|0|1	-	0.5	1.19853951445	1.05979110495	0.0	0	0	na	na
P32494	NGG1	P17649	UGA1	0|2|2|1	2|2|2|2	-	1.25	0.749519480988	0.67475389997	0.0	0	0	na	na
P32494	NGG1	P47117	ARP3	5|4|5|5	35|39|34|36	-	4.75	0.153300022267	0.152621688447	0.0	0	0	na	na
P32494	NGG1	Q03973	HMO1	5|8|8|6	1|4|3|0	-	6.75	2.58109964367	2.07455172642	0.64	1	1	 || pubmed:16554755 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:16554755 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q03976	RSM24	0|2|0|1	0|0|0|0	-	0.75	1.75737214307	1.5664295461	0.24	0	0	na	na
P32494	NGG1	P47112	TAH11	1|0|1|1	2|2|1|2	-	0.75	0.630130392792	0.559451318263	0.0	0	0	na	na
P32494	NGG1	P28004	PRP45	1|0|0|0	0|0|0|1	-	0.25	0.991918202964	0.8875653702	0.0	1	1	 || pubmed:12554883 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:12554883 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P28007	GAR1	5|5|5|8	2|3|2|4	-	5.75	1.78016201127	1.6535914048	0.13	0	0	na	na
P32494	NGG1	P28000	RPC19	5|4|8|6	11|12|16|14	-	5.75	0.464710441334	0.433395598866	0.0	0	0	na	na
P32494	NGG1	P53741	BRE5	23|13|18|13	7|4|3|7	-	16.75	2.78480604898	2.44615994884	0.55	0	0	na	na
P32494	NGG1	P53743	ESF2	9|10|7|10	2|1|2|4	-	9.0	3.02071871145	2.6349844398	0.82	0	0	na	na
P32494	NGG1	P53742	NOG2	20|23|15|17	13|20|19|14	-	18.75	1.11712437839	1.03878860276	0.0	0	0	na	na
P32494	NGG1	Q04418	RBA50	0|0|1|0	0|0|0|0	-	0.25	1.24696835478	1.18740037472	0.0	0	0	na	na
P32494	NGG1	P53330	RTT102	9|8|8|8	3|2|4|3	-	8.25	2.26164062041	2.06128461689	0.44	0	0	na	na
P32494	NGG1	P10592	SSA2	88|75|86|77	169|170|161|165	-	81.5	0.485119261849	0.477036686439	0.0	0	1	na	 || pubmed:19536198 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P32558	SPT16	161|149|154|157	21|18|24|23	-	155.25	6.80206474736	6.35116649271	1.0	0	0	na	na
P32494	NGG1	Q01532	LAP3	0|0|0|1	1|1|0|2	-	0.25	0.623909924075	0.510538491741	0.0	0	0	na	na
P32494	NGG1	P53188	CGR1	2|2|4|2	0|0|0|1	-	2.5	2.77312633075	2.53158662488	0.84	0	0	na	na
P32494	NGG1	Q04002	SCC2	8|7|3|11	0|0|0|1	-	7.25	6.49422936036	5.67784024827	0.95	0	0	na	na
P32494	NGG1	Q12080	NOP53	21|17|21|21	2|2|2|5	-	20.0	5.50727161798	5.09635223697	1.0	0	0	na	na
P32494	NGG1	Q07878	VPS13	18|12|22|23	43|41|30|40	-	18.75	0.49132983729	0.453337136755	0.0	0	0	na	na
P32494	NGG1	P34730	BMH2	4|4|4|4	6|8|6|7	-	4.0	0.639593177718	0.624063565048	0.0	0	0	na	na
P32494	NGG1	P43565	RIM15	0|2|0|0	2|1|1|3	-	0.5	0.549910846694	0.436403698897	0.0	0	0	na	na
P32494	NGG1	P43561	FET5	0|0|1|0	3|1|2|3	-	0.25	0.380599898858	0.31886425478	0.0	0	0	na	na
P32494	NGG1	P16861	PFK1	31|22|31|25	69|77|63|74	-	27.25	0.387676613239	0.376704573319	0.0	0	0	na	na
P32494	NGG1	P43616	DUG1	0|0|1|0	11|15|11|14	-	0.25	0.0910024463038	0.0837729593634	0.0	0	0	na	na
P32494	NGG1	P46990	RPL17B	8|9|6|8	7|4|5|5	-	7.75	1.37530670461	1.25832239907	0.0	0	0	na	na
P32494	NGG1	P43610	IRC5	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P46995	SET2	9|6|8|7	2|2|0|1	-	7.5	3.75276835978	3.14960792066	0.91	0	0	na	na
P32494	NGG1	P43586	LOC1	7|8|9|12	1|0|0|1	-	9.0	6.5443287043	5.79464641845	1.0	0	0	na	na
P32494	NGG1	P43582	WWM1	2|0|0|0	7|7|7|14	-	0.5	0.15153114536	0.124440077375	0.0	0	0	na	na
P32494	NGG1	P43583	BLM10	2|0|0|0	7|7|7|11	-	0.5	0.164120308097	0.13751161253	0.0	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q04120	TSA2	2|3|3|3	3|5|4|1	-	2.75	0.877648612259	0.739683047374	0.0	0	0	na	na
P32494	NGG1	P32770	NRP1	0|1|0|1	1|2|2|2	-	0.5	0.545731648683	0.473162170052	0.0	0	0	na	na
P32494	NGG1	P22224	SEC15	2|1|1|1	3|8|2|6	-	1.25	0.39318461641	0.336767769391	0.0	0	0	na	na
P32494	NGG1	Q04659	CSM3	0|0|1|0	4|6|9|3	-	0.25	0.190779686477	0.160820661304	0.0	0	0	na	na
P32494	NGG1	P43588	RPN11	23|22|24|22	15|14|16|17	-	22.75	1.41443696533	1.34606418576	0.0	0	0	na	na
P32494	NGG1	P21576	VPS1	17|5|12|7	32|39|33|29	-	10.25	0.321932122094	0.28487462628	0.0	0	0	na	na
P32494	NGG1	Q04491	SEC13	18|17|19|23	22|22|18|19	-	19.25	0.938432540119	0.91467377016	0.0	0	0	na	na
P32494	NGG1	P00890	CIT1	1|0|2|3	12|16|12|11	-	1.5	0.179217955882	0.152794183486	0.0	0	0	na	na
P32494	NGG1	P00899	TRP2	1|3|0|0	4|3|1|3	-	1.0	0.53886706976	0.391380487438	0.0	0	0	na	na
P32494	NGG1	Q12363	WTM1	5|2|4|5	19|19|17|18	-	4.0	0.254741415425	0.244699667387	0.0	0	0	na	na
P32494	NGG1	P05750	RPS3	38|33|35|28	39|42|38|36	-	33.5	0.855388380718	0.830600925669	0.0	0	0	na	na
P32494	NGG1	Q02892	NOG1	40|40|36|40	11|11|11|13	-	39.0	3.15004574513	3.04469063957	0.75	0	0	na	na
P32494	NGG1	P05755	RPS9B	43|34|34|34	23|31|24|29	-	36.25	1.32513461051	1.27302322033	0.0	0	0	na	na
P32494	NGG1	P05756	RPS13	28|25|28|26	14|19|14|14	-	26.75	1.68841621316	1.64603931835	0.0	0	0	na	na
P32494	NGG1	P05759	RPS31	5|6|4|4	1|3|3|1	-	4.75	1.90365110021	1.69195574174	0.27	0	0	na	na
P32494	NGG1	Q99312	ISN1	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P32379	PUP2	5|3|2|1	21|23|19|30	-	2.75	0.153001349618	0.135503317727	0.0	0	0	na	na
P32494	NGG1	P22137	CHC1	16|10|14|15	31|32|33|35	-	13.75	0.42840272399	0.412450467306	0.0	0	0	na	na
P32494	NGG1	P07991	CAR2	1|2|1|1	8|10|15|9	-	1.25	0.193978439629	0.178104534516	0.0	0	0	na	na
P32494	NGG1	P21771	MRPS28	0|0|0|2	0|0|0|1	-	0.5	1.18604385103	0.981531196289	0.19	0	0	na	na
P32494	NGG1	Q02948	VPS30	2|0|1|0	1|2|1|1	-	0.75	0.772101439105	0.670434817408	0.02	0	0	na	na
P32494	NGG1	Q12091	DAP1	0|2|1|0	0|0|0|0	-	0.75	1.76333332385	1.57116244822	0.32	0	0	na	na
P32494	NGG1	Q12094	TSR3	0|1|0|0	0|0|0|0	-	0.25	1.25818248454	1.19404287339	0.0	0	0	na	na
P32494	NGG1	Q12098	SLX4	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P43572	EPL1	4|2|7|9	0|1|0|1	-	5.5	4.29673161691	3.53004756465	0.84	1	1	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P19097	FAS2	61|55|59|64	99|110|105|113	-	59.75	0.554660863341	0.545605983129	0.0	0	0	na	na
P32494	NGG1	P38828	LSM12	4|6|5|4	27|16|26|25	-	4.75	0.230812279574	0.203540229535	0.0	0	0	na	na
P32494	NGG1	P36094	SPC42	2|1|2|2	3|4|6|5	-	1.75	0.491051523095	0.44625622243	0.0	0	0	na	na
P32494	NGG1	P38826	ORC6	0|2|1|0	0|0|0|0	-	0.75	1.76333332385	1.57116244822	0.24	0	0	na	na
P32494	NGG1	P23542	AAT2	0|0|1|0	3|6|5|3	-	0.25	0.238406699496	0.21044282737	0.0	0	0	na	na
P32494	NGG1	P38821	APE4	2|0|2|0	0|1|1|1	-	1.0	1.13037661148	0.860829800317	0.2	0	0	na	na
P32494	NGG1	P38820	UBA4	41|41|43|38	0|1|2|0	-	40.75	23.4242189931	20.44467659	1.0	0	0	na	na
P32494	NGG1	P39936	TIF4632	9|5|4|3	2|2|2|3	-	5.25	1.89253437855	1.71924878241	0.26	0	0	na	na
P32494	NGG1	P26754	RFA2	6|3|4|2	3|2|3|3	-	3.75	1.24099454618	1.09843451344	0.06	0	0	na	na
P32494	NGG1	P26755	RFA3	3|2|1|2	2|1|4|4	-	2.0	0.781168235776	0.653219172943	0.0	0	0	na	na
P32494	NGG1	P48524	BUL1	1|0|0|1	0|1|0|0	-	0.5	1.20026219785	1.06792543843	0.0	0	0	na	na
P32494	NGG1	P40453	UBP7	6|3|5|4	0|0|0|0	-	4.5	5.4100924151	5.31408029832	0.98	0	0	na	na
P32494	NGG1	P36076	CAB3	2|3|3|3	0|1|0|0	-	2.75	3.01381642179	2.81002505389	0.89	0	0	na	na
P32494	NGG1	P53252	PIL1	5|4|5|4	25|29|27|26	-	4.5	0.195606868032	0.192393296293	0.0	0	0	na	na
P32494	NGG1	P40693	RLP7	4|2|4|4	0|0|1|0	-	3.5	3.50634209603	3.2184378945	0.9	0	0	na	na
P32494	NGG1	P41056	RPL33B	20|19|19|24	15|15|14|17	-	20.5	1.30168144694	1.26491283859	0.0	0	0	na	na
P32494	NGG1	P19358	SAM2	18|14|18|12	42|39|38|39	-	15.5	0.40075237492	0.385800665521	0.0	0	0	na	na
P32494	NGG1	P38920	MLH1	2|2|7|1	3|3|1|1	-	3.0	1.32973942217	1.03733091751	0.17	0	0	na	na
P32494	NGG1	P40059	DOT6	3|3|4|3	3|2|1|1	-	3.25	1.52954950791	1.39477238052	0.13	0	0	na	na
P32494	NGG1	P21965	MCK1	0|2|0|0	4|11|9|4	-	0.5	0.190667699027	0.14801408639	0.0	0	0	na	na
P32494	NGG1	P38912	TIF11	1|1|1|1	3|3|3|4	-	1.0	0.466646546606	0.450579213786	0.0	0	0	na	na
P32494	NGG1	P40055	UTP7	39|43|42|33	3|0|0|1	-	39.25	19.6940392793	16.7341196645	1.0	0	0	na	na
P32494	NGG1	P40054	SER3	2|1|1|0	12|9|5|4	-	1.0	0.233712318068	0.191891688141	0.0	0	0	na	na
P32494	NGG1	P38929	PMC1	4|2|5|4	0|1|0|0	-	3.75	3.7886023188	3.46701921836	0.9	0	0	na	na
P32494	NGG1	P38911	FPR3	27|28|27|27	3|5|4|5	-	27.25	5.32493082519	4.95538909024	1.0	0	0	na	na
P32494	NGG1	Q02196	MET14	0|0|1|0	7|9|5|4	-	0.25	0.173033928669	0.149463344219	0.0	0	0	na	na
P32494	NGG1	iRT-Kit_WR_fusion	iRT-Kit_WR_fusion	71|77|72|69	78|75|61|68	-	72.25	1.01124160637	0.979252068424	0.0	0	0	na	na
P32494	NGG1	Q12142	ATG9	1|0|0|0	2|1|1|1	-	0.25	0.548819371187	0.499824650453	0.0	0	0	na	na
P32494	NGG1	P38915	SPT8	50|57|59|52	4|3|3|2	-	54.5	13.6553388781	12.5426321669	1.0	1	1	 || pubmed:21685874|pubmed:12186975|pubmed:10490601|pubmed:18676811|pubmed:12446794|pubmed:16429126|pubmed:19226466|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:21685874|pubmed:12186975|pubmed:10490601|pubmed:18676811|pubmed:12446794|pubmed:16429126|pubmed:19226466|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P20967	KGD1	3|2|2|0	14|18|14|17	-	1.75	0.163312488186	0.142118186342	0.0	0	0	na	na
P32494	NGG1	P25302	SWI4	2|1|0|1	0|1|1|0	-	1.0	1.32247688566	1.11204295153	0.29	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P25303	SCJ1	0|1|0|0	74|80|79|81	-	0.25	0.015807360409	0.0147608484929	0.0	0	0	na	na
P32494	NGG1	Q08831	VTS1	3|1|2|1	2|0|1|2	-	1.75	1.1921201065	0.96488033271	0.12	0	0	na	na
P32494	NGG1	P22943	HSP12	4|0|1|1	2|3|1|3	-	1.5	0.75852603587	0.576313251505	0.02	0	0	na	na
P32494	NGG1	P15274	AMD1	0|0|1|1	1|2|2|0	-	0.5	0.661901944635	0.52764686797	0.0	0	0	na	na
P32494	NGG1	P49626	RPL4B	3|3|3|3	1|0|0|0	-	3.0	3.14894656262	2.94756820871	0.92	0	0	na	na
P32494	NGG1	P38720	GND1	7|2|4|3	18|23|24|24	-	4.0	0.210705139634	0.188236231538	0.0	0	0	na	na
P32494	NGG1	P43597	YFR016C	2|1|0|1	0|0|0|0	-	1.0	1.97808115574	1.847088043	0.18	0	0	na	na
P32494	NGG1	P00360	TDH1	31|28|28|28	77|66|80|91	-	28.75	0.367110785087	0.342264093195	0.0	0	0	na	na
P32494	NGG1	Q06648	GIC2	0|1|1|1	9|3|4|6	-	0.75	0.266355575242	0.224572940164	0.0	0	0	na	na
P32494	NGG1	P0C0V8	RPS21A	0|0|1|1	0|0|0|0	-	0.5	1.48797552877	1.40567246862	0.0	0	0	na	na
P32494	NGG1	P41546	HAC1	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P04821	CDC25	2|4|3|3	1|2|2|4	-	3.0	1.22467468403	1.06699718912	0.01	0	0	na	na
P32494	NGG1	P37296	STV1	0|1|0|0	2|2|1|2	-	0.25	0.458961015224	0.401750980715	0.0	0	0	na	na
P32494	NGG1	Q08951	APL5	8|4|8|4	1|3|1|1	-	6.0	2.79014184114	2.52168145972	0.66	0	0	na	na
P32494	NGG1	P37292	SHM1	44|42|44|50	27|32|30|35	-	45.0	1.41550782555	1.36683879254	0.0	0	0	na	na
P32494	NGG1	P34252	SLD2	0|1|1|0	0|0|0|0	-	0.5	1.50515083932	1.41780695529	0.0	0	0	na	na
P32494	NGG1	Q08959	PGC1	2|1|0|1	7|11|6|6	-	1.0	0.234515243512	0.207150063126	0.0	0	0	na	na
P32494	NGG1	P06634	DED1	27|19|23|24	29|35|26|25	-	23.25	0.803367840961	0.767815169154	0.0	0	0	na	na
P32494	NGG1	P39521	FHL1	1|2|1|1	6|7|3|9	-	1.25	0.311369389541	0.267470010957	0.0	0	0	na	na
P32494	NGG1	P39520	IFH1	3|2|4|3	0|1|0|0	-	3.0	3.19885289291	2.96611557382	0.88	0	0	na	na
P32494	NGG1	P39523	YMR124W	1|0|0|1	2|8|1|5	-	0.5	0.302710768052	0.239871450091	0.0	0	0	na	na
