bait	baitGene	prey	preyGene	Quant (SPC or Intensities)	User Controls (SPC or Intensities)	CRAP Controls (SPC)	Avg. SPC	FCA	FCB	SP	iRef	intAct	iRef-Evidence	intAct-Evidence
P32494	NGG1	P26786	RPS7A	26|26|15|16	13|10|12|12	-	20.75	1.69550325771	1.58022709311	0.03	0	0	na	na
P32494	NGG1	P32767	KAP122	1|1|1|0	22|18|17|16	-	0.75	0.0911048273053	0.0848972972298	0.0	0	0	na	na
P32494	NGG1	P49089	ASN1	0|1|1|0	6|7|7|5	-	0.5	0.211505224453	0.189759102002	0.0	0	0	na	na
P32494	NGG1	Q04660	ERB1	32|29|31|31	0|3|1|1	-	30.75	14.2352486074	11.9929790072	1.0	0	0	na	na
P32494	NGG1	P23301	HYP2	10|9|13|11	5|7|9|9	-	10.75	1.39613102193	1.25239422578	0.0	0	0	na	na
P32494	NGG1	P10127	ADH4	4|7|5|7	11|10|11|9	-	5.75	0.607903188537	0.578536376795	0.0	0	0	na	na
P32494	NGG1	P05743	RPL26A	3|3|5|4	2|2|2|2	-	3.75	1.60629155592	1.55808744194	0.14	0	0	na	na
P32494	NGG1	P05740	RPL17A	37|43|37|42	20|23|18|23	-	39.75	1.8621699013	1.75641644944	0.05	0	0	na	na
P32494	NGG1	P05744	RPL33A	7|4|4|6	2|3|3|3	-	5.25	1.65435022817	1.53115974936	0.15	0	0	na	na
P32494	NGG1	P05748	RPL15A	12|17|16|14	8|8|7|6	-	14.75	1.93797831863	1.83592491521	0.15	0	0	na	na
P32494	NGG1	P05749	RPL22A	7|5|5|4	3|2|3|3	-	5.25	1.65873042335	1.53750467014	0.11	0	0	na	na
P32494	NGG1	P54999	SMX3	1|2|3|1	0|0|0|0	-	1.75	2.81014017276	2.65742269841	0.79	0	0	na	na
P32494	NGG1	Q12377	RPN6	20|15|17|16	6|6|9|3	-	17.0	2.59540482436	2.28215330859	0.4	0	0	na	na
P32494	NGG1	P32366	VMA6	5|1|2|2	20|20|16|21	-	2.5	0.168893903805	0.149137373967	0.0	0	0	na	na
P32494	NGG1	P32367	TFC1	1|1|1|0	1|0|1|1	-	0.75	0.999462326675	0.839322446721	0.0	0	0	na	na
P32494	NGG1	P22149	AFT1	1|3|0|0	5|6|4|8	-	1.0	0.293384527465	0.22435383128	0.0	0	1	na	 || pubmed:21179020 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P22147	XRN1	68|50|49|60	26|22|19|27	-	56.75	2.34363938206	2.18413225781	0.19	0	0	na	na
P32494	NGG1	P22146	GAS1	2|1|0|3	5|6|5|5	-	1.5	0.394399880442	0.342559869544	0.0	0	0	na	na
P32494	NGG1	P07866	LTE1	1|1|1|1	0|0|0|0	-	1.0	2.00730315228	2.00603940644	0.0	0	0	na	na
P32494	NGG1	Q02933	RNY1	0|0|0|1	0|0|0|0	-	0.25	1.25358694936	1.19133421403	0.0	0	0	na	na
P32494	NGG1	Q02931	NAN1	56|36|32|42	2|4|2|1	-	41.5	13.0476335104	11.5182203961	1.0	0	0	na	na
P32494	NGG1	P17558	PET123	0|1|0|1	0|0|0|0	-	0.5	1.5100661658	1.42131068023	0.0	0	0	na	na
P32494	NGG1	Q02939	TFB2	1|0|0|0	1|0|0|0	-	0.25	0.97931483904	0.880181128566	0.0	0	0	na	na
P32494	NGG1	P36421	TYS1	6|4|3|3	26|30|36|34	-	4.0	0.152173671644	0.141684857855	0.0	0	0	na	na
P32494	NGG1	P33416	HSP78	0|0|0|1	9|6|8|8	-	0.25	0.143025215886	0.126968389792	0.0	0	0	na	na
P32494	NGG1	P10664	RPL4A	67|55|66|61	35|37|37|33	-	62.25	1.74360474112	1.72273893313	0.0	0	0	na	na
P32494	NGG1	P19735	PRP6	1|0|1|0	0|0|0|0	-	0.5	1.49723698648	1.41140106406	0.0	0	0	na	na
P32494	NGG1	P23776	EXG1	0|2|2|1	14|14|11|12	-	1.25	0.16807778184	0.145511366556	0.0	0	0	na	na
P32494	NGG1	P21827	SRM1	0|1|1|0	0|1|2|1	-	0.5	0.767286058187	0.617232029489	0.0	0	0	na	na
P32494	NGG1	Q12481	RRP36	5|8|11|9	0|0|0|0	-	8.25	9.45937462028	9.03225838549	1.0	0	0	na	na
P32494	NGG1	P38836	ECM14	2|0|2|1	3|1|2|4	-	1.25	0.636874786605	0.508663632783	0.0	0	0	na	na
P32494	NGG1	P15646	NOP1	64|39|37|46	24|21|24|22	-	46.5	1.98302878668	1.90695661359	0.08	0	0	na	na
P32494	NGG1	P12962	CAF20	3|0|2|1	2|3|2|2	-	1.5	0.761091621828	0.658293302822	0.01	0	0	na	na
P32494	NGG1	P12612	TCP1	42|46|39|38	17|21|21|21	-	41.25	2.02184191655	1.92180745808	0.09	0	0	na	na
P32494	NGG1	P50102	UBP8	60|52|44|58	0|0|0|0	-	53.5	54.5083190742	54.3747706537	1.0	1	1	 || pubmed:23599000|pubmed:15657442|pubmed:15657441|pubmed:14563679|pubmed:16554755|pubmed:14660634|pubmed:27708008|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:23599000|pubmed:15657442|pubmed:15657441|pubmed:14563679|pubmed:16554755|pubmed:14660634|pubmed:27708008|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P05694	MET6	16|14|18|9	57|64|58|58	-	14.25	0.255055771756	0.243197296816	0.0	0	0	na	na
P32494	NGG1	P14736	RAD4	0|1|0|0	0|0|0|0	-	0.25	1.25647921644	1.19304109921	0.0	0	0	na	na
P32494	NGG1	P50101	UBP15	4|6|4|3	26|34|29|34	-	4.25	0.166206658871	0.154546993169	0.0	0	0	na	na
P32494	NGG1	P21954	IDP1	4|0|1|1	30|34|35|27	-	1.5	0.074693291229	0.0626245645912	0.0	0	0	na	na
P32494	NGG1	P21951	POL2	5|3|4|5	0|0|0|2	-	4.25	3.44437974183	3.05802658804	0.89	0	0	na	na
P32494	NGG1	P19880	YAP1	17|23|18|24	46|49|35|45	-	20.5	0.484077491323	0.444183324977	0.0	0	0	na	na
P32494	NGG1	P40047	ALD5	1|0|0|0	37|33|37|36	-	0.25	0.0332741312326	0.0309784183152	0.0	0	0	na	na
P32494	NGG1	P19882	HSP60	23|14|16|17	75|75|67|69	-	17.5	0.253954280823	0.244757504536	0.0	0	0	na	na
P32494	NGG1	P38959	VPS41	0|1|0|1	0|1|0|1	-	0.5	1.00108212785	0.847071152978	0.0	0	0	na	na
P32494	NGG1	Q12151	UPC2	0|0|1|0	13|12|15|9	-	0.25	0.0964362400925	0.0851585674862	0.0	0	0	na	na
P32494	NGG1	Q12153	SSF2	0|0|2|2	0|0|0|0	-	1.0	2.05353170277	1.76240600698	0.29	0	0	na	na
P32494	NGG1	Q12154	GET3	0|1|1|0	32|21|22|22	-	0.5	0.0605247562216	0.0542123016223	0.0	0	0	na	na
P32494	NGG1	Q12157	APC11	1|0|0|1	0|0|0|1	-	0.5	1.17072160526	1.03589565162	0.0	0	0	na	na
P32494	NGG1	Q12158	MCD1	44|40|38|41	0|3|2|2	-	40.75	15.2441978674	12.5744920841	1.0	0	0	na	na
P32494	NGG1	Q12159	YRA1	14|16|14|21	10|12|7|10	-	16.25	1.61408966919	1.45413642917	0.04	0	0	na	na
P32494	NGG1	P40917	CIN5	0|0|0|1	1|1|0|1	-	0.25	0.712935074941	0.592370926915	0.0	0	0	na	na
P32494	NGG1	Q00955	ACC1	39|34|35|38	96|96|93|84	-	36.5	0.403969346261	0.397667287733	0.0	0	0	na	na
P32494	NGG1	P25582	SPB1	44|32|31|35	1|0|1|1	-	35.5	20.7504515822	18.1067014387	1.0	0	0	na	na
P32494	NGG1	Q06436	MAG2	0|0|0|1	0|0|0|0	-	0.25	1.25358694936	1.19133421403	0.0	0	0	na	na
P32494	NGG1	Q03406	SLD5	0|0|0|1	0|0|0|0	-	0.25	1.25358694936	1.19133421403	0.0	0	0	na	na
P32494	NGG1	P16474	KAR2	68|46|52|37	85|85|89|83	-	50.75	0.596615056804	0.58288922441	0.0	0	0	na	na
P32494	NGG1	P25339	PUF4	2|1|2|1	25|19|22|24	-	1.5	0.106324296617	0.0988339353722	0.0	0	0	na	na
P32494	NGG1	P50874	ORC5	2|0|0|3	1|2|1|2	-	1.25	0.880254672904	0.681673903927	0.03	0	0	na	na
P32494	NGG1	P50875	SPT20	85|71|81|85	0|0|0|0	-	80.5	81.9373433055	81.6714427568	1.0	1	1	 || pubmed:9844640|pubmed:12186975|pubmed:25441028|pubmed:20498363|pubmed:16554755|pubmed:8649430|pubmed:16429126|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:9844640|pubmed:12186975|pubmed:25441028|pubmed:20498363|pubmed:16554755|pubmed:8649430|pubmed:16429126|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P38713	OSH3	3|4|0|1	0|0|1|2	-	2.0	1.67052830846	1.22693925898	0.43	0	0	na	na
P32494	NGG1	P38712	RRP3	12|8|8|10	3|2|3|4	-	9.5	2.60330007437	2.38341406452	0.6	0	0	na	na
P32494	NGG1	P38719	DBP8	2|1|1|3	0|0|0|0	-	1.75	2.73853513546	2.6303102719	0.71	0	0	na	na
P32494	NGG1	Q07527	TRM3	2|1|1|3	0|2|1|0	-	1.75	1.57830041371	1.32833529591	0.38	0	0	na	na
P32494	NGG1	P37263	YCR087C-A	4|7|4|5	2|0|0|0	-	5.0	4.03529434949	3.54888138925	0.96	0	0	na	na
P32494	NGG1	P13382	POL1	19|16|17|10	2|2|1|0	-	15.5	7.40094461982	6.11249806675	0.99	0	0	na	na
P32494	NGG1	P38131	KTR4	1|0|0|0	1|4|3|6	-	0.25	0.269870566262	0.218073768876	0.0	0	0	na	na
P32494	NGG1	P38130	KTR3	6|2|1|9	1|2|0|3	-	4.5	2.14032542553	1.48319674768	0.42	0	0	na	na
P32494	NGG1	P38132	MCM7	2|1|1|2	0|0|0|0	-	1.5	2.4849481861	2.44705531647	0.59	0	0	na	na
P32494	NGG1	P05030	PMA1	18|20|24|24	23|25|28|24	-	21.5	0.877489129355	0.842551072434	0.0	0	0	na	na
P32494	NGG1	P40467	ASG1	5|3|4|3	2|4|6|3	-	3.75	1.00345352709	0.885138293329	0.0	0	0	na	na
P32494	NGG1	P40468	TAO3	5|2|2|11	4|1|0|6	-	5.0	1.56302595747	1.06020410051	0.23	0	0	na	na
P32494	NGG1	P40469	MET18	2|2|0|0	5|6|7|3	-	1.0	0.315704815551	0.247609999368	0.0	0	0	na	na
P32494	NGG1	P39531	RCY1	1|2|1|1	0|1|0|0	-	1.25	1.81644934269	1.67305196955	0.5	0	0	na	na
P32494	NGG1	P39538	UBP12	2|1|3|1	1|1|1|2	-	1.75	1.22739915972	1.11934020674	0.15	0	0	na	na
P32494	NGG1	Q07418	PEX19	0|1|0|0	34|35|32|31	-	0.25	0.0369485968197	0.0344231821838	0.0	0	0	na	na
P32494	NGG1	Q3E764	TMA7	2|0|1|1	0|0|2|1	-	1.0	1.13022984793	0.927795942163	0.22	0	0	na	na
P32494	NGG1	P38009	ADE17	0|1|0|0	3|4|6|4	-	0.25	0.239833762147	0.211072008618	0.0	0	0	na	na
P32494	NGG1	P12385	SUP45	11|4|9|0	12|12|12|10	-	6.0	0.556521071823	0.386118852351	0.0	0	0	na	na
P32494	NGG1	P12383	PDR1	20|11|13|20	5|2|5|3	-	16.0	3.56964914548	3.10629135458	0.85	1	1	 || pubmed:28122947|pubmed:8663102 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:28122947|pubmed:8663102 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q07896	NOC3	17|14|15|21	0|0|0|0	-	16.75	17.8227059328	17.6359685677	1.0	0	0	na	na
P32494	NGG1	Q08492	BUD21	15|17|16|11	0|0|0|0	-	14.75	15.8813368216	15.641248625	1.0	0	0	na	na
P32494	NGG1	Q08226	CRT10	6|4|4|5	13|11|11|12	-	4.75	0.448702543298	0.434438230789	0.0	0	0	na	na
P32494	NGG1	P16603	NCP1	0|0|1|0	8|7|8|6	-	0.25	0.154571658914	0.140644191579	0.0	0	0	na	na
P32494	NGG1	Q07381	TSR1	34|28|23|32	0|1|1|0	-	29.25	20.2823093753	18.2066641485	1.0	0	0	na	na
P32494	NGG1	P0CX55;P0CX56	P0CX55;P0CX56	37|37|38|32	26|26|27|22	-	36.0	1.42174906839	1.37727285842	0.0	0	0	na	na
P32494	NGG1	P47068	BBC1	14|8|9|9	0|1|0|2	-	10.0	6.17278909347	5.33503493408	1.0	0	0	na	na
P32494	NGG1	P17709	GLK1	1|0|0|0	11|15|16|10	-	0.25	0.0877711927422	0.0794723118191	0.0	0	0	na	na
P32494	NGG1	P47064	APS3	1|0|2|1	3|2|3|1	-	1.0	0.626203140608	0.514977538336	0.0	0	0	na	na
P32494	NGG1	P39013	END3	1|2|2|2	0|1|1|2	-	1.75	1.38613893215	1.16274236273	0.12	0	0	na	na
P32494	NGG1	P39990	SNU13	4|4|5|3	3|3|2|2	-	4.0	1.4433257179	1.34989296402	0.04	0	0	na	na
P32494	NGG1	P26321	RPL5	24|18|16|17	19|18|18|22	-	18.75	0.968525617507	0.936663196512	0.0	0	0	na	na
P32494	NGG1	P39993	GEA2	0|0|1|2	30|38|31|35	-	0.75	0.0515276939778	0.0443969552583	0.0	0	0	na	na
P32494	NGG1	P39995	EAF5	2|2|3|4	2|2|1|1	-	2.75	1.51974167079	1.37873887746	0.2	1	1	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P48589	RPS12	19|13|18|17	17|20|18|19	-	16.75	0.91281649001	0.882099620483	0.0	0	0	na	na
P32494	NGG1	Q01159	CEG1	1|0|0|0	0|1|1|1	-	0.25	0.69905641785	0.586339559657	0.0	0	0	na	na
P32494	NGG1	P25808	SPB4	15|4|11|9	2|0|0|0	-	9.75	7.11685384536	5.95861329785	0.98	0	0	na	na
P32494	NGG1	P53336	YGR283C	1|1|2|1	0|0|0|0	-	1.25	2.2804820543	2.22819894658	0.62	0	0	na	na
P32494	NGG1	Q04477	SPC24	1|0|0|0	4|3|3|3	-	0.25	0.287831140634	0.268738042802	0.0	0	0	na	na
P32494	NGG1	Q05021	TAF7	9|5|5|3	0|1|0|0	-	5.5	5.15585340455	4.64722055247	0.97	0	0	na	na
P32494	NGG1	Q04279	SEG1	7|11|6|11	0|0|0|1	-	8.75	7.77885606157	7.05314783892	1.0	0	0	na	na
P32494	NGG1	P35732	DEF1	7|13|12|6	34|23|35|27	-	9.5	0.348268881621	0.305412744531	0.0	0	0	na	na
P32494	NGG1	P17649	UGA1	1|2|2|0	4|2|3|1	-	1.25	0.655747233963	0.523263361942	0.0	0	0	na	na
P32494	NGG1	P47117	ARP3	4|2|1|2	36|39|42|30	-	2.25	0.0847051009731	0.0779148098931	0.0	0	0	na	na
P32494	NGG1	P47116	PTK2	0|0|0|1	1|2|0|2	-	0.25	0.553025310807	0.443033187554	0.0	0	0	na	na
P32494	NGG1	P47113	BFA1	0|1|0|0	0|0|0|0	-	0.25	1.25647921644	1.19304109921	0.0	0	0	na	na
P32494	NGG1	P53981	YNL010W	1|0|0|0	9|12|9|8	-	0.25	0.116743908809	0.108152061596	0.0	0	0	na	na
P32494	NGG1	P28004	PRP45	1|0|0|0	0|0|0|1	-	0.25	0.969807506387	0.869525645634	0.0	1	1	 || pubmed:12554883 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:12554883 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P28007	GAR1	7|7|7|7	5|2|4|5	-	7.0	1.60277058502	1.4078561394	0.01	0	0	na	na
P32494	NGG1	P28000	RPC19	6|7|7|3	12|15|10|10	-	5.75	0.534731659443	0.487023686995	0.0	0	0	na	na
P32494	NGG1	P53741	BRE5	18|8|9|14	3|6|11|5	-	12.25	1.81691370892	1.53407651761	0.13	0	0	na	na
P32494	NGG1	P53743	ESF2	8|14|9|12	0|0|1|0	-	10.75	9.56463067158	8.74143688674	1.0	0	0	na	na
P32494	NGG1	P53742	NOG2	17|15|11|18	12|15|14|6	-	15.25	1.28143913518	1.11206400281	0.0	0	0	na	na
P32494	NGG1	P32485	HOG1	0|0|1|0	7|6|8|8	-	0.25	0.154045169105	0.137986349574	0.0	0	0	na	na
P32494	NGG1	P53330	RTT102	9|11|7|8	5|3|3|2	-	8.75	2.3060667902	2.0945786987	0.38	0	0	na	na
P32494	NGG1	P53968	CRZ1	10|10|9|10	1|1|3|2	-	9.75	3.92971236124	3.59268262745	0.94	0	0	na	na
P32494	NGG1	P10592	SSA2	84|74|69|68	146|174|176|187	-	73.75	0.435283285419	0.41478252848	0.0	0	1	na	 || pubmed:19536198 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P32558	SPT16	177|156|143|148	17|23|18|26	-	156.0	7.11750601684	6.70080426504	1.0	0	0	na	na
P32494	NGG1	P53184	PNC1	1|2|1|3	7|5|5|5	-	1.75	0.426008475899	0.39351765691	0.0	0	0	na	na
P32494	NGG1	Q01532	LAP3	2|0|0|0	1|0|0|1	-	0.5	0.957698905931	0.768195447989	0.15	0	0	na	na
P32494	NGG1	P53188	CGR1	0|0|3|1	0|0|0|0	-	1.0	2.07312365543	1.7133557083	0.34	0	0	na	na
P32494	NGG1	Q04002	SCC2	11|9|10|14	0|0|0|0	-	11.0	12.0549581883	11.9137302322	1.0	0	0	na	na
P32494	NGG1	Q07878	VPS13	22|18|9|17	34|34|39|39	-	16.5	0.461066924935	0.435577842119	0.0	0	0	na	na
P32494	NGG1	P34730	BMH2	4|5|5|4	4|5|4|7	-	4.5	0.920880157694	0.857337586171	0.0	0	0	na	na
P32494	NGG1	P43565	RIM15	0|1|1|0	1|1|2|1	-	0.5	0.681815213146	0.615944425787	0.0	0	0	na	na
P32494	NGG1	P16861	PFK1	25|25|27|15	63|72|59|63	-	23.0	0.37046544831	0.348341973531	0.0	0	0	na	na
P32494	NGG1	P43563	MOB2	1|0|0|0	0|0|0|0	-	0.25	1.22405808446	1.17347242077	0.0	0	0	na	na
P32494	NGG1	P43616	DUG1	3|2|1|0	9|13|12|9	-	1.5	0.20973277062	0.179173872951	0.0	0	0	na	na
P32494	NGG1	P46990	RPL17B	8|7|6|6	4|7|4|6	-	6.75	1.23641383432	1.14949930549	0.0	0	0	na	na
P32494	NGG1	P43612	SAP155	1|0|0|3	0|0|0|0	-	1.0	1.98481893254	1.66398722514	0.16	0	0	na	na
P32494	NGG1	P46995	SET2	12|5|6|7	0|0|0|0	-	7.5	8.38527515336	8.14921438814	1.0	0	0	na	na
P32494	NGG1	P43586	LOC1	12|7|10|8	1|0|0|2	-	9.25	5.77402637282	4.97551678946	1.0	0	0	na	na
P32494	NGG1	P43587	YPI1	0|0|2|1	0|0|0|0	-	0.75	1.7999447534	1.59156973623	0.31	0	0	na	na
P32494	NGG1	P43582	WWM1	0|1|3|0	10|5|7|9	-	1.0	0.236232315476	0.176120554726	0.0	0	0	na	na
P32494	NGG1	Q04651	ERV41	0|0|0|1	3|3|5|3	-	0.25	0.279323206589	0.255348596639	0.0	0	0	na	na
P32494	NGG1	Q04120	TSA2	6|5|6|5	3|4|11|9	-	5.5	0.841686307505	0.721686864849	0.0	0	0	na	na
P32494	NGG1	P32771	SFA1	0|0|1|0	3|1|1|3	-	0.25	0.420873765531	0.356195691366	0.0	0	0	na	na
P32494	NGG1	P14120	RPL30	9|8|6|7	3|4|4|4	-	7.5	1.78437117813	1.68909069629	0.14	0	0	na	na
P32494	NGG1	P32774	TOA2	0|1|0|0	5|6|2|1	-	0.25	0.280808955414	0.225821749352	0.0	0	0	na	na
P32494	NGG1	P43588	RPN11	20|18|22|21	13|17|17|12	-	20.25	1.3647029203	1.29761872029	0.0	0	0	na	na
P32494	NGG1	Q04491	SEC13	18|19|21|19	20|18|17|19	-	19.25	1.04734591335	1.00505535545	0.0	0	0	na	na
P32494	NGG1	P00890	CIT1	3|2|1|2	13|15|15|17	-	2.0	0.184898871994	0.173831761627	0.0	0	0	na	na
P32494	NGG1	P00899	TRP2	2|1|3|0	6|3|9|4	-	1.5	0.390118243401	0.303485900047	0.0	0	0	na	na
P32494	NGG1	Q12363	WTM1	1|3|3|3	23|20|21|20	-	2.5	0.162364939145	0.151496993373	0.0	0	0	na	na
P32494	NGG1	P05750	RPS3	36|25|27|21	27|31|39|28	-	27.25	0.875586783024	0.82982946901	0.0	0	0	na	na
P32494	NGG1	Q02892	NOG1	44|42|33|40	4|11|12|8	-	39.75	4.19774643751	3.60593771535	0.91	0	0	na	na
P32494	NGG1	P05755	RPS9B	39|33|18|28	28|26|21|27	-	29.5	1.13722596739	1.04365079266	0.0	0	0	na	na
P32494	NGG1	P05756	RPS13	32|24|26|19	14|15|15|12	-	25.25	1.75237265655	1.68041559833	0.07	0	0	na	na
P32494	NGG1	P05759	RPS31	5|4|3|3	2|1|1|1	-	3.75	2.09988468399	2.00059005598	0.56	0	0	na	na
P32494	NGG1	Q99312	ISN1	11|7|1|0	0|0|0|0	-	4.75	5.53317234614	3.69256131632	0.54	0	0	na	na
P32494	NGG1	P32377	MVD1	0|0|1|0	5|3|4|3	-	0.25	0.268309434315	0.240142313285	0.0	0	0	na	na
P32494	NGG1	P32379	PUP2	5|4|4|4	20|20|19|22	-	4.25	0.246628949031	0.239501071452	0.0	0	0	na	na
P32494	NGG1	P22137	CHC1	9|10|11|3	34|35|34|27	-	8.25	0.279494797404	0.245892699779	0.0	0	0	na	na
P32494	NGG1	Q05636	RRP45	6|3|4|1	1|1|0|0	-	3.5	2.98098294475	2.46485225639	0.76	0	0	na	na
P32494	NGG1	P07991	CAR2	7|1|6|1	15|14|14|16	-	3.75	0.298820401199	0.239060218668	0.0	0	0	na	na
P32494	NGG1	P21771	MRPS28	0|1|0|0	0|0|0|0	-	0.25	1.25647921644	1.19304109921	0.0	0	0	na	na
P32494	NGG1	Q02948	VPS30	0|1|1|0	2|4|1|2	-	0.5	0.470402104262	0.390037628208	0.0	0	0	na	na
P32494	NGG1	P36517	MRPL4	1|0|0|0	0|2|1|1	-	0.25	0.612861751887	0.503698908945	0.0	0	0	na	na
P32494	NGG1	Q12090	REX3	1|0|0|0	2|1|1|1	-	0.25	0.543822742109	0.500554333103	0.0	0	0	na	na
P32494	NGG1	Q12094	TSR3	0|1|1|0	0|0|0|0	-	0.5	1.52965811846	1.43493741062	0.0	0	0	na	na
P32494	NGG1	Q12098	SLX4	0|1|0|0	0|1|0|0	-	0.25	1.0081935783	0.898132814638	0.0	0	0	na	na
P32494	NGG1	P43572	EPL1	10|9|8|8	2|1|2|1	-	8.75	3.91551218966	3.66301744418	0.93	1	1	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P19097	FAS2	31|27|36|34	81|79|82|83	-	32.0	0.40470355724	0.394803981389	0.0	0	0	na	na
P32494	NGG1	Q12114	CHS5	2|0|0|0	0|0|1|0	-	0.5	1.16540998646	0.976769925545	0.18	0	0	na	na
P32494	NGG1	P38828	LSM12	3|2|2|2	14|17|16|21	-	2.25	0.179207854457	0.169036924897	0.0	0	0	na	na
P32494	NGG1	P36094	SPC42	2|2|3|1	3|2|4|3	-	2.0	0.758721141742	0.674197103001	0.0	0	0	na	na
P32494	NGG1	P38826	ORC6	0|0|2|0	0|0|0|0	-	0.5	1.54635780404	1.33595570201	0.13	0	0	na	na
P32494	NGG1	P23542	AAT2	1|0|3|0	5|2|4|3	-	1.0	0.45424110272	0.336959686151	0.0	0	0	na	na
P32494	NGG1	P38821	APE4	4|4|5|0	0|0|0|1	-	3.25	3.39736899258	2.5985525983	0.72	0	0	na	na
P32494	NGG1	P38820	UBA4	48|43|41|44	1|4|6|0	-	44.0	12.2319280405	9.83938861507	1.0	0	0	na	na
P32494	NGG1	P39936	TIF4632	6|5|2|1	0|3|3|3	-	3.5	1.36078364926	0.993902497315	0.14	0	0	na	na
P32494	NGG1	P26754	RFA2	4|3|3|1	2|5|5|4	-	2.75	0.748847090184	0.629772292954	0.0	0	0	na	na
P32494	NGG1	P26755	RFA3	4|1|1|2	4|2|1|3	-	2.0	0.832957451175	0.685941746761	0.0	0	0	na	na
P32494	NGG1	P48524	BUL1	1|0|0|0	0|0|0|0	-	0.25	1.22405808446	1.17347242077	0.0	0	0	na	na
P32494	NGG1	P40453	UBP7	6|5|2|5	0|0|0|0	-	4.5	5.44103713979	5.24371283506	0.95	0	0	na	na
P32494	NGG1	P36076	CAB3	2|0|0|1	1|0|0|0	-	0.75	1.36145754563	1.15512691233	0.31	0	0	na	na
P32494	NGG1	P36077	SRX1	0|0|1|0	5|3|4|3	-	0.25	0.268309434315	0.240142313285	0.0	0	0	na	na
P32494	NGG1	P53252	PIL1	4|4|8|4	33|23|32|22	-	5.0	0.215246162827	0.19399712939	0.0	0	0	na	na
P32494	NGG1	P40693	RLP7	8|6|2|3	0|0|1|0	-	4.75	4.53769948331	3.95802166327	0.89	0	0	na	na
P32494	NGG1	P41056	RPL33B	21|16|15|22	9|12|13|14	-	18.5	1.49562700295	1.37775293792	0.0	0	0	na	na
P32494	NGG1	P19358	SAM2	15|11|12|9	31|29|25|30	-	11.75	0.42733687272	0.402694731816	0.0	0	0	na	na
P32494	NGG1	P38920	MLH1	3|4|7|3	3|2|1|0	-	4.25	2.1615365427	1.69988482287	0.42	0	0	na	na
P32494	NGG1	P21538	REB1	0|0|1|0	0|0|0|0	-	0.25	1.27317890202	1.20275605893	0.0	0	0	na	na
P32494	NGG1	P40059	DOT6	2|2|1|1	1|1|0|2	-	1.5	1.23129172796	1.0370759146	0.06	0	0	na	na
P32494	NGG1	P25297	PHO84	0|1|0|0	0|1|0|0	-	0.25	1.0081935783	0.898132814638	0.0	0	0	na	na
P32494	NGG1	P40055	UTP7	41|44|37|38	0|1|1|0	-	40.0	27.6827257763	24.8818712267	1.0	0	0	na	na
P32494	NGG1	P40054	SER3	3|0|1|0	7|6|6|4	-	1.0	0.289007743479	0.230122359886	0.0	0	0	na	na
P32494	NGG1	P38929	PMC1	2|2|1|4	0|0|0|0	-	2.25	3.24860130126	3.0817423708	0.67	0	0	na	na
P32494	NGG1	P38911	FPR3	26|30|29|28	5|5|5|4	-	28.25	5.14456372684	4.95381216017	0.99	0	0	na	na
P32494	NGG1	iRT-Kit_WR_fusion	iRT-Kit_WR_fusion	81|79|71|72	73|81|78|70	-	75.75	1.00785035884	0.996023603572	0.0	0	0	na	na
P32494	NGG1	Q12142	ATG9	0|1|0|4	1|2|0|1	-	1.25	1.13279991016	0.764744946257	0.2	0	0	na	na
P32494	NGG1	P38915	SPT8	61|53|45|59	5|4|4|5	-	54.5	10.0648567785	9.67068237042	1.0	1	1	 || pubmed:21685874|pubmed:12186975|pubmed:10490601|pubmed:18676811|pubmed:12446794|pubmed:16429126|pubmed:19226466|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:21685874|pubmed:12186975|pubmed:10490601|pubmed:18676811|pubmed:12446794|pubmed:16429126|pubmed:19226466|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P46988	PFD1	0|0|1|0	0|0|0|0	-	0.25	1.27317890202	1.20275605893	0.0	0	0	na	na
P32494	NGG1	P20967	KGD1	3|1|2|0	20|21|20|18	-	1.5	0.119332372251	0.105039843795	0.0	0	0	na	na
P32494	NGG1	P25302	SWI4	1|0|0|0	0|0|0|0	-	0.25	1.22405808446	1.17347242077	0.0	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
